shapely|1.8.5.post1|False|shapely|8.1%|Geometric objects, predicates, and operations|8319167
fastapi|0.85.1|True|fastapi|66.1%|FastAPI framework, high performance, easy to learn, fast to code, ready for production|8293410
altair|4.2.0|False|altair|3.1%|Altair: A declarative statistical visualization library for Python.|8229573
xgboost|1.6.2|True|xgboost|51.9%|XGBoost Python Package|8185793
thrift|0.13.0|False|thrift|18.9%|Python bindings for the Apache Thrift RPC system|8167701
watchtower|2.0.1|False|watchtower|36.4%|Python CloudWatch Logging|8164975
retry|0.9.2|False|retry|6.7%|Easy to use retry decorator.|8105112
nbclient|0.7.0|True|nbclient|27.1%|A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.|8014621
opencensus|0.11.0|False|opencensus|13.6%|A stats collection and distributed tracing framework|7854205
fastjsonschema|2.16.2|False|fastjsonschema|20%|Fastest Python implementation of JSON schema|7805734
uamqp|1.6.1|False|uamqp|24.4%|AMQP 1.0 Client Library for Python|7785991
torch|1.12.1|True|caffe2|6%|Tensors and Dynamic neural networks in Python with strong GPU acceleration|7764429
torch|1.12.1|True|torch|26.4%|Tensors and Dynamic neural networks in Python with strong GPU acceleration|7764429
torch|1.12.1|True|torchgen|75.1%|Tensors and Dynamic neural networks in Python with strong GPU acceleration|7764429
patsy|0.5.3|False|patsy|9.1%|A Python package for describing statistical models and for building design matrices.|7729328
django|4.1.2|False|django|22.7%|A high-level Python web framework that encourages rapid development and clean, pragmatic design.|7711076
blinker|1.5|False|blinker|6.1%|Fast, simple object-to-object and broadcast signaling|7660282
colorlog|4.8.0|False|colorlog|6.7%|Log formatting with colors!|7621702
gremlinpython|3.6.1|False|gremlin_python|23.1%|Gremlin-Python for Apache TinkerPop|7611015
ijson|3.1.4|False|ijson|35.7%|Iterative JSON parser with standard Python iterator interfaces|7586323
transformers|4.23.1|False|transformers|17.5%|State-of-the-art Machine Learning for JAX, PyTorch and TensorFlow|7516974
enum34|1.1.10|False|enum|4.8%|Python 3.4 Enum backported to 3.3, 3.2, 3.1, 2.7, 2.6, 2.5, and 2.4|7485611
gcsfs|2022.8.2|False|gcsfs|18.5%|Convenient Filesystem interface over GCS|7457939
exceptiongroup|1.0.0rc9|True|exceptiongroup|85.7%|Backport of PEP 654 (exception groups)|7368993
ipywidgets|8.0.2|False|ipywidgets|5.7%|Jupyter interactive widgets|7311626
